video_id,nepali_captions,english_captions
-Cv5LsqKUXc_17_25 ,तीनवटा स्ट्रबेरीको टुप्पो काटिएको छ,the tops of three strawberries are cut off
-Cv5LsqKUXc_17_25 ,महिलाहरू स्ट्रबेरी डेफुकु बनाउँदैछन्,the women is making strawberry daifuku
-Cv5LsqKUXc_17_25 ,महिला स्ट्रबेरीको टुप्पो काट्दै,woman cutting tops off strawberries
-Cv5LsqKUXc_17_25 ,एउटी महिलाले स्ट्रबेरी फलको नचाहिने भाग काटिरहेकी छिन्,a woman is cutting unwanted part of strawberry fruits
-Cv5LsqKUXc_17_25 ,स्ट्रबेरी daifuku कसरी बनाउने देखाउँदै एक महिला,a woman showing how to make strawberry daifuku
-Cv5LsqKUXc_17_25 ,स्ट्रा बेरी काट्दै,cutting the straw berry
-Cv5LsqKUXc_71_76 ,एउटा धुलो पदार्थ प्यानमा सारिएको छ,a powdered substance is being shifted into a pan
-Cv5LsqKUXc_71_76 ,एक महिला सिभ मार्फत पीठो वा चिनी छान्दै,a woman sifting flour or sugar through a siv
-Cv5LsqKUXc_71_76 ,केहि फिल्टर गर्नुहोस्,filter something
-Cv5LsqKUXc_71_76 ,स्ट्रबेरी संग मीठो तयारी,preparing sweet with strawberry
-Cv5LsqKUXc_71_76 ,बेकिंग पाना पीठो संग धुलो छ,the baking sheet is dusted with flour
-Cv5LsqKUXc_71_76 ,एक मानिस केक प्यानमा पीठो छान्दै,a man sifting flour into a cake pan
-Cv5LsqKUXc_71_76 ,एउटा प्यान पिठो भइरहेको छ,a pan is being floured
-Cv5LsqKUXc_71_76 ,एक व्यक्ति छल्नी प्रयोग गरेर स्टार्च पाउडरको साथ बेकिंग ट्रे धुन्छ,a person dusts a baking tray with starch powder using a sieve
-Cv5LsqKUXc_71_76 ,एक व्यक्तिले प्यानमा पीठो छर्कनका लागि सिफ्ट प्रयोग गर्दैछ,a person is using a sift to sprinkle flour onto a pan
-Cv5LsqKUXc_71_76 ,एक महिला प्यान पीठो गर्दै,a woman flours a pan
-Cv5LsqKUXc_71_76 ,एउटी महिला सेतो पीठोले प्यान धूलो गर्दैछिन्,a woman is dusting a pan with white flour
-Cv5LsqKUXc_71_76 ,एउटी महिला पीठो छान्दै छिन्,a woman is filtering flour
-Cv5LsqKUXc_71_76 ,एउटी महिला खानाको धुलो छान्दै छिन्,a woman is filtering some food powder
-Cv5LsqKUXc_71_76 ,एउटी महिला पाउडर छान्दै छिन्,a woman is filtering some powder
-Cv5LsqKUXc_71_76 ,एउटी महिला चिनीको धुलो छान्दै छिन्,a woman is filtering sugar powder
-Cv5LsqKUXc_71_76 ,एउटी महिला डेफुकु तयार गर्दैछिन्,a woman is preparing daifuku
-Cv5LsqKUXc_71_76 ,एक महिला स्ट्रबेरी daifuku तयारी गर्दै,a woman is preparing strawberry daifuku
-Cv5LsqKUXc_71_76 ,एउटी महिला प्यानमा चिनी मिलाइरहेकी छिन्,a woman is shaking sugar into a pan
-Cv5LsqKUXc_71_76 ,एउटी आइमाई बेकिंग डिशमा पीठो छेउछिन्,a woman is sifting flour in a baking dish
-Cv5LsqKUXc_71_76 ,एउटी महिला बेकिंग शीटमा धुलो चिनी छान्दै छिन्,a woman is sifting powdered sugar onto a baking sheet
-Cv5LsqKUXc_71_76 ,एउटी महिला चिनी छान्दै छिन्,a woman is sifting sugar
-Cv5LsqKUXc_71_76 ,एउटी महिला बेकिंग शीटमा शक्ति फैलाउँदै छिन्,a woman is spreading a power in baking sheet
-Cv5LsqKUXc_71_76 ,एउटी महिला अवयवहरू सँगै मिलाउँदै,a woman mixing ingredients together
-Cv5LsqKUXc_71_76 ,एक महिला बेकिंग स्टार्च छान्दै,a woman sifting baking starch
-Cv5LsqKUXc_71_76 ,एक महिला चिनी छान्दै,a woman sifting sugar
-Cv5LsqKUXc_71_76 ,एउटी आइमाईले धातुको प्यानमा पीठो छान्दै,a woman sifts flour into a metal pan
-Cv5LsqKUXc_71_76 ,सामग्रीहरू फिल्टर गर्दै,filtering the ingredients
-Cv5LsqKUXc_71_76 ,एक थाल मा पीठो खुकुलो छ,flour is loosen over a plater
-Cv5LsqKUXc_71_76 ,भिडियोमा केही छैन,nothing on video
-Cv5LsqKUXc_71_76 ,स्ट्रेनर मार्फत संचालित चिनी छान्ने,sifting powered sugar through strainer
-Cv5LsqKUXc_71_76 ,कोही बेकिंग प्यान पीठो गर्दै छन्,someone is flouring a baking pan
-Cv5LsqKUXc_71_76 ,कसैले धुलो चिनीको ट्रे छर्छ,someone scatter a tray with powder sugar
-Cv5LsqKUXc_71_76 ,कुकले प्यानको तल्लो भागमा पीठो छर्किरहेको छ,the cook is sprinkling flour on the bottom of the pan
-Cv5LsqKUXc_71_76 ,आटालाई ट्रेमा छेउछ,the flour is being sieved on to a tray
-Cv5LsqKUXc_71_76 ,महिलाले स्टार्च पाउडर छिन्दै छ,the lady is straining the starch powder
-Cv5LsqKUXc_71_76 ,मानिसले छल्नीले शक्ति छल्न थाल्यो,the man was sieving the power with a sieve
-Cv5LsqKUXc_71_76 ,महिला धुलो चिनीले बेकिंग प्यान कोटिंग गरिरहेकी छिन्,woman is coating baking pan with powdered sugar
-Cv5LsqKUXc_71_76 ,स्ट्रबेरी खाना बनाउन,make strobery food
-DKuLXYoY3g_14_20 ,एउटा केटा खेलिरहेको छ,a boy is playing
-DKuLXYoY3g_14_20 ,एक बच्चा बास्केटबल खेल्छ,a kidd plays basketball
-DKuLXYoY3g_14_20 ,एउटा जवान केटा जिम भित्र बास्केटबल ड्रिबल गर्ने अभ्यास गर्दैछ,a young boy practices dribbling a basket ball inside of a gym
-DKuLXYoY3g_14_20 ,बच्चा बास्केटबल खेल्दै छ,ahild is playing a basket ball
-DKuLXYoY3g_14_20 ,एक केटा बास्केटबल ड्रिबल गर्दै,a boy dribbles a basketball
-DKuLXYoY3g_14_20 ,एउटा केटाले बल उछालिरहेको छ,a boy is bouncing a ball
-DKuLXYoY3g_14_20 ,एक केटा बास्केटबल ड्रिबल गर्दैछ,a boy is dribbling a basketball
-DKuLXYoY3g_14_20 ,एक केटा बास्केटबल ड्रिबल गर्दैछ,a boy is dribbling a basketball
-DKuLXYoY3g_14_20 ,एक केटा बल संग खेलिरहेको छ,a boy is playing with ball
-DKuLXYoY3g_14_20 ,एक केटा बास्केटबलको लागि अभ्यास गर्दैछ,a boy is take a practice for basketball
-DKuLXYoY3g_14_20 ,एक केटा बास्केटबल ड्रिबल गर्न कोशिस गर्दैछ,a boy is trying to dribble a basketball
-DKuLXYoY3g_14_20 ,एउटा बच्चाले बल ड्रिबल गर्न सक्दो प्रयास गर्छ,a child tries his best to dribble a ball
-DKuLXYoY3g_14_20 ,एक बच्चा बास्केटबल ड्रिबल गर्दै,a kid dribbling a basketball
-DKuLXYoY3g_14_20 ,एक बच्चा बास्केटबल ड्रिबल गर्दैछ,a kid is dribbling a basketball
-DKuLXYoY3g_14_20 ,एक बच्चा बास्केटबल ड्रिबल गर्दैछ,a kid is dribbling basketball
-DKuLXYoY3g_14_20 ,एउटा सानो केटाले बास्केटबल उछाल्छ,a little boy bounces a basketball
-DKuLXYoY3g_14_20 ,एउटा सानो केटा बास्केटबल कोर्टमा बास्केटबल उछाल्दै छ,a little boy is bouncing a basketball on a basketball court
-DKuLXYoY3g_14_20 ,एउटा सानो केटा कोर्टमा बास्केटबल ड्रिबल गर्दैछ,a little boy is dribbling a basketball on the court
-DKuLXYoY3g_14_20 ,एउटा सानो केटा बास्केटबल ड्रिबल गर्दैछ,a little boy is dribbling a basketball
-DKuLXYoY3g_14_20 ,एउटा सानो केटा बास्केटबल ड्रिबल गर्दैछ,a little boy is dribbling a basketball
-DKuLXYoY3g_14_20 ,एउटा सानो केटा बास्केटबल ड्रिबल गर्न खोज्दै थियो,a little boy was trying to dribble a basketball
-DKuLXYoY3g_14_20 ,एउटा सानो केटा बास्केटबल ट्याप गर्दैछ,a small boy is tapping the basket ball
